Customer ID,Customer Name,Age,Gender,City,Product ID (ref),Product Name,Brand,Shopping App,Quantity,Unit Selling Price,Total Amount Paid,Purchase Date,Payment Method,Order Status,Customer Rating
CUST00161,Reyansh Singh,35,Male,Chandigarh,49,Levi's Women Casual Co-ord Set,Levi's,Nykaa Fashion,1,287.49,287.49,13-01-2025,Net Banking,Shipped,5
CUST00162,Aadhya Bansal,36,Female,Mumbai,47,Van Heusen Women Casual Shirt,Van Heusen,Ajio,1,431.681,431.68,19-02-2026,UPI,Cancelled,4
CUST00163,Rahul Pillai,55,Other,Surat,199,Roadster Unisex Graphic Saree,Roadster,Amazon,1,361.764,361.76,23-08-2025,Wallet,Delivered,2
CUST00164,Varun Chopra,38,Female,Surat,992,Allen Solly Kids Floral Co-ord Set,Allen Solly,Myntra,1,262.34,262.34,06-09-2025,Net Banking,Cancelled,3
CUST00165,Sara Chopra,48,Female,Mumbai,295,Nike Unisex Relaxed Fit Skirt,Nike,Nykaa Fashion,1,191.144,191.14,15-06-2026,Wallet,Cancelled,3
CUST00166,Rohan Sharma,42,Female,Chandigarh,307,Puma Women Casual Jeans,Puma,Snapdeal,1,1469.084,1469.08,15-09-2025,Cash on Delivery,Delivered,3
CUST00167,Priya Bansal,40,Male,Bhopal,1073,Levi's Women Ripped Track Pants,Levi's,Amazon,1,360.876,360.88,29-07-2025,Wallet,Delivered,
CUST00168,Vivaan Joshi,51,Female,Kolkata,1031,Nike Unisex Ripped Jacket,Nike,Flipkart,1,198.228,198.23,04-08-2025,Wallet,Delivered,5
CUST00169,Simran Singh,40,Other,Mumbai,790,Uniqlo Kids Striped Shorts,Uniqlo,Nykaa Fashion,1,326.004,326,14-02-2026,UPI,Delivered,2
CUST00170,Tanvi Chopra,40,Other,Hyderabad,259,Zara Unisex Striped Jacket,Zara,Ajio,1,301.294,301.29,15-02-2026,Cash on Delivery,Delivered,5
CUST00171,Varun Reddy,28,Male,Chandigarh,638,Roadster Men Formal Blazer,Roadster,Nykaa Fashion,2,285.455,570.91,17-07-2025,Net Banking,Cancelled,
CUST00172,Aadhya Patel,40,Other,Surat,972,Biba Men Floral Blazer,Biba,Ajio,2,2493.99,4987.98,25-04-2026,Debit Card,Shipped,
CUST00173,Krishna Kapoor,40,Male,Hyderabad,790,Uniqlo Kids Striped Shorts,Uniqlo,Nykaa Fashion,1,326.004,326,17-09-2025,Net Banking,Cancelled,3
CUST00174,Meera Sharma,35,Female,Pune,294,Gap Kids Denim T-Shirt,Gap,Tata CLiQ,1,282.822,282.82,07-05-2026,Net Banking,Delivered,2
CUST00175,Pooja Patel,37,Female,Mumbai,295,Nike Unisex Relaxed Fit Skirt,Nike,Nykaa Fashion,1,191.144,191.14,29-11-2025,Credit Card,Returned,5
CUST00176,Aarav Sharma,31,Male,Surat,1019,Under Armour Men Classic Shorts,Under Armour,Flipkart,1,432.7535,432.75,14-04-2025,Cash on Delivery,Delivered,4
CUST00177,Diya Malhotra,40,Male,Pune,1084,Allen Solly Unisex Ripped Sweater,Allen Solly,Myntra,2,1089.3375,2178.68,21-06-2025,Cash on Delivery,Cancelled,2
CUST00178,Riya Reddy,49,Other,Pune,774,W Women Striped Jacket,W,Myntra,1,405.004,405,26-03-2026,Wallet,Delivered,
CUST00179,Ayaan Nair,44,Male,Bhopal,1031,Nike Unisex Ripped Jacket,Nike,Flipkart,1,198.228,198.23,01-03-2025,Net Banking,Delivered,3
CUST00180,Nikhil Iyer,49,Male,Jaipur,223,Roadster Men Ripped T-Shirt,Roadster,Flipkart,1,243.248,243.25,07-01-2025,Credit Card,Shipped,5
CUST00181,Varun Pillai,49,Other,Hyderabad,161,Van Heusen Women Casual Hoodie,Van Heusen,Flipkart,1,1887.46,1887.46,13-03-2026,Net Banking,Cancelled,2
CUST00182,Diya Joshi,19,Male,Lucknow,77,Allen Solly Men Printed Sweater,Allen Solly,Meesho,1,320.04,320.04,05-12-2025,UPI,Returned,5
CUST00183,Nikhil Patel,20,Male,Nagpur,240,Roadster Men Classic Shorts,Roadster,Tata CLiQ,1,473.344,473.34,13-12-2025,UPI,Shipped,5
CUST00184,Karan Kapoor,51,Other,Indore,173,Van Heusen Men Slim Fit Trousers,Van Heusen,Meesho,1,4013.56,4013.56,22-03-2026,Debit Card,Delivered,4
CUST00185,Vihaan Das,36,Female,Bhopal,259,Zara Unisex Striped Jacket,Zara,Ajio,1,301.294,301.29,31-05-2026,Debit Card,Shipped,
CUST00186,Neha Reddy,49,Male,Chennai,394,Roadster Kids Ripped Hoodie,Roadster,Tata CLiQ,1,213.848,213.85,03-11-2025,Credit Card,Returned,2
CUST00187,Aditya Rao,53,Female,Jaipur,249,Calvin Klein Unisex Floral Co-ord Set,Calvin Klein,Amazon,1,450.72,450.72,04-11-2025,UPI,Delivered,1
CUST00188,Priya Kapoor,21,Other,Chandigarh,505,Puma Men Oversized Jacket,Puma,Snapdeal,1,468.736,468.74,31-05-2025,Wallet,Cancelled,2
CUST00189,Isha Verma,47,Other,Indore,294,Gap Kids Denim T-Shirt,Gap,Tata CLiQ,1,282.822,282.82,05-07-2025,UPI,Delivered,2
CUST00190,Aarav Joshi,26,Female,Jaipur,354,Puma Women Denim Jacket,Puma,Tata CLiQ,2,331.29,662.58,06-11-2025,Credit Card,Delivered,1
CUST00191,Rohan Sharma,45,Other,Surat,524,Zara Unisex Denim Kurta,Zara,Ajio,1,370.504,370.5,25-05-2026,Cash on Delivery,Returned,1
CUST00192,Ayaan Chopra,54,Other,Chandigarh,790,Uniqlo Kids Striped Shorts,Uniqlo,Nykaa Fashion,1,326.004,326,15-01-2025,Wallet,Delivered,3
CUST00193,Meera Chopra,53,Male,Delhi,1028,Forever 21 Men Ripped Jacket,Forever 21,Meesho,1,333.375,333.38,05-06-2025,Wallet,Delivered,5
CUST00194,Aarav Sharma,25,Male,Pune,410,Under Armour Women Graphic Co-ord Set,Under Armour,Flipkart,1,4236.984,4236.98,29-04-2026,UPI,Delivered,4
CUST00195,Sneha Kumar,21,Female,Indore,446,Uniqlo Kids Casual Trousers,Uniqlo,Flipkart,1,173.12,173.12,29-05-2025,Wallet,Shipped,2
CUST00196,Anika Agarwal,49,Female,Surat,847,Gap Men Casual Saree,Gap,Flipkart,1,1812.9135,1812.91,23-02-2025,Wallet,Delivered,1
CUST00197,Vihaan Sharma,23,Female,Hyderabad,615,Puma Unisex Denim Sweater,Puma,Myntra,1,269.588,269.59,19-06-2025,Net Banking,Returned,1
CUST00198,Rohan Joshi,54,Other,Ahmedabad,726,Biba Women Ripped Hoodie,Biba,Nykaa Fashion,1,411.654,411.65,29-05-2025,UPI,Delivered,3
CUST00199,Tanvi Kapoor,42,Female,Hyderabad,1055,Tommy Hilfiger Men Cotton Dress,Tommy Hilfiger,Tata CLiQ,1,397.968,397.97,08-12-2025,Debit Card,Delivered,1
CUST00200,Karan Shah,18,Male,Lucknow,781,Adidas Unisex Printed Sweater,Adidas,Ajio,2,1798.8675,3597.74,15-03-2026,Credit Card,Delivered,5
CUST00201,Amit Shah,32,Female,Hyderabad,602,Forever 21 Women Solid Blazer,Forever 21,Nykaa Fashion,1,305.344,305.34,27-09-2025,Debit Card,Delivered,3
CUST00202,Aditya Das,27,Other,Bengaluru,599,Allen Solly Unisex Oversized Dress,Allen Solly,Myntra,2,359.478,718.96,27-05-2026,Debit Card,Returned,2
CUST00203,Divya Agarwal,49,Female,Pune,1075,Uniqlo Unisex Printed Jeans,Uniqlo,Amazon,1,187.192,187.19,28-08-2025,Debit Card,Returned,1
CUST00204,Sanya Malhotra,31,Female,Lucknow,365,Biba Kids Solid Track Pants,Biba,Snapdeal,2,466.902,933.8,30-01-2026,Net Banking,Returned,2
CUST00205,Divya Joshi,22,Male,Kolkata,205,Biba Men Graphic Dress,Biba,Snapdeal,1,381.03,381.03,19-06-2026,Debit Card,Delivered,
CUST00206,Priya Reddy,31,Male,Delhi,306,W Women Solid Hoodie,W,Snapdeal,1,396.595,396.6,24-10-2025,Debit Card,Returned,5
CUST00207,Sanya Bansal,27,Male,Mumbai,85,Roadster Unisex Striped Shirt,Roadster,Snapdeal,2,2990.1,5980.2,19-01-2026,UPI,Delivered,5
CUST00208,Sai Patel,38,Other,Mumbai,668,Tommy Hilfiger Women Cotton Saree,Tommy Hilfiger,Ajio,1,457.0995,457.1,22-01-2025,UPI,Delivered,4
CUST00209,Nikhil Pillai,54,Male,Hyderabad,760,Calvin Klein Unisex Relaxed Fit Jacket,Calvin Klein,Snapdeal,1,1825.41,1825.41,13-03-2026,UPI,Delivered,3
CUST00210,Sara Verma,39,Male,Bengaluru,849,Puma Kids Ripped Co-ord Set,Puma,Meesho,1,489.508,489.51,22-02-2025,UPI,Returned,5
CUST00211,Varun Kapoor,22,Other,Surat,633,Calvin Klein Kids Striped Shirt,Calvin Klein,Snapdeal,1,399.9,399.9,03-04-2025,Debit Card,Delivered,4
CUST00212,Sai Bansal,43,Male,Ahmedabad,958,Adidas Women Formal Sweater,Adidas,Myntra,1,1958.628,1958.63,29-08-2025,Wallet,Delivered,3
CUST00213,Aditya Nair,40,Male,Chandigarh,49,Levi's Women Casual Co-ord Set,Levi's,Nykaa Fashion,1,287.49,287.49,18-02-2025,Debit Card,Shipped,
CUST00214,Meera Verma,24,Male,Chennai,638,Roadster Men Formal Blazer,Roadster,Nykaa Fashion,1,285.455,285.45,02-11-2025,Cash on Delivery,Returned,5
CUST00215,Reyansh Kapoor,38,Female,Hyderabad,522,Nike Women Ripped Skirt,Nike,Flipkart,1,295.58,295.58,08-05-2026,Net Banking,Delivered,5
CUST00216,Myra Patel,18,Female,Nagpur,466,Calvin Klein Men Floral Track Pants,Calvin Klein,Myntra,1,1377.624,1377.62,10-06-2025,Credit Card,Delivered,5
CUST00217,Krishna Malhotra,24,Female,Bhopal,352,Calvin Klein Unisex Cotton Jeans,Calvin Klein,Nykaa Fashion,1,311.252,311.25,09-04-2026,Debit Card,Delivered,4
CUST00218,Meera Singh,41,Male,Chennai,688,Biba Women Relaxed Fit Kurta,Biba,Myntra,1,360.716,360.72,04-07-2025,Wallet,Delivered,
CUST00219,Ishaan Malhotra,27,Female,Kolkata,775,Zara Kids Formal T-Shirt,Zara,Flipkart,1,385.389,385.39,27-01-2025,Debit Card,Returned,4
CUST00220,Karan Kumar,34,Female,Delhi,599,Allen Solly Unisex Oversized Dress,Allen Solly,Myntra,1,359.478,359.48,27-04-2025,Credit Card,Returned,1
CUST00221,Isha Agarwal,48,Female,Delhi,493,Van Heusen Women Cotton Trousers,Van Heusen,Tata CLiQ,1,418.95,418.95,09-01-2026,Net Banking,Delivered,4
CUST00222,Myra Singh,42,Female,Kolkata,1156,Reebok Kids Ripped Shorts,Reebok,Flipkart,1,1416.11,1416.11,28-10-2025,Credit Card,Cancelled,1
CUST00223,Sneha Bansal,39,Other,Bengaluru,184,H&M Women Oversized Jacket,H&M,Tata CLiQ,2,449.9925,899.99,24-06-2026,Debit Card,Delivered,5
CUST00224,Rahul Verma,44,Male,Hyderabad,354,Puma Women Denim Jacket,Puma,Tata CLiQ,1,331.29,331.29,04-07-2025,Cash on Delivery,Shipped,4
CUST00225,Diya Reddy,23,Male,Chandigarh,522,Nike Women Ripped Skirt,Nike,Flipkart,1,295.58,295.58,08-10-2025,Credit Card,Delivered,3
CUST00226,Priya Pillai,37,Male,Mumbai,295,Nike Unisex Relaxed Fit Skirt,Nike,Nykaa Fashion,1,191.144,191.14,17-06-2026,Net Banking,Shipped,1
CUST00227,Yash Joshi,39,Female,Bhopal,394,Roadster Kids Ripped Hoodie,Roadster,Tata CLiQ,1,213.848,213.85,03-04-2025,UPI,Delivered,5
CUST00228,Krishna Nair,33,Male,Lucknow,1067,Puma Women Cotton Skirt,Puma,Tata CLiQ,1,835.344,835.34,07-02-2025,Credit Card,Cancelled,5
CUST00229,Aarav Joshi,51,Female,Jaipur,633,Calvin Klein Kids Striped Shirt,Calvin Klein,Snapdeal,1,399.9,399.9,08-09-2025,Debit Card,Shipped,5
CUST00230,Vihaan Das,24,Other,Ahmedabad,295,Nike Unisex Relaxed Fit Skirt,Nike,Nykaa Fashion,1,191.144,191.14,28-06-2026,Cash on Delivery,Delivered,1
CUST00231,Myra Gupta,32,Other,Bengaluru,181,Biba Kids Cotton Jeans,Biba,Meesho,1,386.288,386.29,14-09-2025,Cash on Delivery,Shipped,1
CUST00232,Vivaan Singh,30,Female,Mumbai,542,Levi's Kids Classic Sweater,Levi's,Meesho,3,2412.917,7238.75,21-04-2026,Cash on Delivery,Delivered,5
CUST00233,Reyansh Joshi,24,Other,Bengaluru,823,Puma Kids Denim Co-ord Set,Puma,Flipkart,1,171.78,171.78,22-04-2026,Net Banking,Returned,
CUST00234,Kiara Singh,25,Male,Kolkata,411,Tommy Hilfiger Women Printed Shirt,Tommy Hilfiger,Flipkart,2,1671.456,3342.91,21-08-2025,Credit Card,Delivered,5
CUST00235,Sanya Kumar,19,Other,Kolkata,240,Roadster Men Classic Shorts,Roadster,Tata CLiQ,1,473.344,473.34,23-06-2026,UPI,Delivered,1
CUST00236,Pooja Mehta,43,Male,Bhopal,383,Puma Women Regular Fit Shorts,Puma,Snapdeal,1,371.61,371.61,25-11-2025,Net Banking,Shipped,
CUST00237,Vihaan Mehta,51,Male,Surat,1030,Zara Unisex Formal Kurta,Zara,Amazon,1,1177.296,1177.3,09-03-2026,Wallet,Cancelled,1
CUST00238,Pooja Singh,51,Male,Delhi,446,Uniqlo Kids Casual Trousers,Uniqlo,Flipkart,1,173.12,173.12,01-06-2026,Wallet,Delivered,4
CUST00239,Krishna Chopra,43,Female,Surat,240,Roadster Men Classic Shorts,Roadster,Tata CLiQ,1,473.344,473.34,05-02-2025,Wallet,Returned,4
CUST00240,Kiara Agarwal,20,Other,Delhi,939,Allen Solly Kids Ripped Hoodie,Allen Solly,Nykaa Fashion,1,398.496,398.5,14-01-2025,Net Banking,Delivered,1
CUST00241,Anika Singh,37,Female,Surat,774,W Women Striped Jacket,W,Myntra,1,405.004,405,11-06-2026,Debit Card,Delivered,5
CUST00242,Divya Patel,46,Male,Jaipur,992,Allen Solly Kids Floral Co-ord Set,Allen Solly,Myntra,1,262.34,262.34,21-02-2026,Cash on Delivery,Delivered,4
CUST00243,Myra Gupta,52,Female,Bhopal,1009,Gap Men Graphic Skirt,Gap,Ajio,1,430.528,430.53,15-08-2025,Wallet,Delivered,4
CUST00244,Pooja Malhotra,53,Female,Lucknow,633,Calvin Klein Kids Striped Shirt,Calvin Klein,Snapdeal,2,399.9,799.8,14-11-2025,UPI,Delivered,5
CUST00245,Aadhya Reddy,50,Other,Kolkata,762,Peter England Unisex Denim Jeans,Peter England,Meesho,2,2474.808,4949.62,13-01-2025,Debit Card,Delivered,4
CUST00246,Rohan Agarwal,38,Female,Hyderabad,823,Puma Kids Denim Co-ord Set,Puma,Flipkart,1,171.78,171.78,30-10-2025,UPI,Shipped,1
CUST00247,Ananya Agarwal,22,Other,Bhopal,399,Biba Unisex Solid Shirt,Biba,Amazon,1,259.445,259.44,05-03-2025,Cash on Delivery,Delivered,5
CUST00248,Neha Singh,51,Male,Surat,393,H&M Unisex Formal Jeans,H&M,Flipkart,1,387.01,387.01,03-03-2026,Debit Card,Cancelled,5
CUST00249,Krishna Reddy,35,Other,Delhi,383,Puma Women Regular Fit Shorts,Puma,Snapdeal,1,371.61,371.61,02-05-2026,Debit Card,Shipped,3
CUST00250,Tanvi Singh,18,Female,Indore,380,Gap Men Ripped Sweater,Gap,Meesho,1,162.292,162.29,25-05-2026,Net Banking,Returned,3
CUST00251,Tanvi Nair,25,Female,Bhopal,399,Biba Unisex Solid Shirt,Biba,Amazon,1,259.445,259.44,22-10-2025,Wallet,Delivered,4
CUST00252,Neha Rao,51,Other,Lucknow,249,Calvin Klein Unisex Floral Co-ord Set,Calvin Klein,Amazon,1,450.72,450.72,07-01-2025,Wallet,Shipped,5
CUST00253,Amit Malhotra,37,Male,Jaipur,184,H&M Women Oversized Jacket,H&M,Tata CLiQ,1,449.9925,449.99,23-03-2026,Cash on Delivery,Delivered,4
CUST00254,Sai Mehta,38,Other,Bhopal,196,Allen Solly Men Cotton Jacket,Allen Solly,Meesho,1,426.192,426.19,29-07-2025,Net Banking,Delivered,1
CUST00255,Vihaan Nair,54,Female,Hyderabad,147,Forever 21 Men Cotton Hoodie,Forever 21,Tata CLiQ,1,2389.4325,2389.43,24-03-2026,Cash on Delivery,Shipped,
CUST00256,Rahul Rao,47,Female,Mumbai,394,Roadster Kids Ripped Hoodie,Roadster,Tata CLiQ,1,213.848,213.85,09-04-2026,UPI,Cancelled,2
CUST00257,Yash Iyer,24,Female,Chennai,181,Biba Kids Cotton Jeans,Biba,Meesho,1,386.288,386.29,07-06-2025,Credit Card,Delivered,5
CUST00258,Sanya Malhotra,55,Female,Nagpur,926,Biba Kids Casual Jeans,Biba,Snapdeal,2,496.106,992.21,05-04-2025,Credit Card,Delivered,5
CUST00259,Pooja Gupta,37,Other,Bengaluru,365,Biba Kids Solid Track Pants,Biba,Snapdeal,1,466.902,466.9,18-12-2025,Cash on Delivery,Delivered,3
CUST00260,Yash Das,50,Male,Jaipur,371,Under Armour Unisex Solid Track Pants,Under Armour,Flipkart,2,804.285,1608.57,06-07-2025,UPI,Cancelled,2
CUST00261,Neha Pillai,20,Other,Kolkata,434,Forever 21 Unisex Solid T-Shirt,Forever 21,Ajio,1,406.731,406.73,11-11-2025,Wallet,Cancelled,
CUST00262,Aarav Das,43,Male,Lucknow,446,Uniqlo Kids Casual Trousers,Uniqlo,Flipkart,1,173.12,173.12,21-07-2025,Credit Card,Delivered,
CUST00263,Kiara Agarwal,50,Male,Lucknow,259,Zara Unisex Striped Jacket,Zara,Ajio,1,301.294,301.29,05-05-2025,Credit Card,Delivered,
CUST00264,Simran Singh,19,Male,Delhi,826,Nike Unisex Casual Jacket,Nike,Tata CLiQ,1,388.084,388.08,18-05-2026,Net Banking,Returned,5
CUST00265,Vihaan Sharma,55,Female,Bengaluru,926,Biba Kids Casual Jeans,Biba,Snapdeal,1,496.106,496.11,10-10-2025,Credit Card,Delivered,4
CUST00266,Reyansh Pillai,22,Female,Pune,337,Roadster Women Graphic T-Shirt,Roadster,Nykaa Fashion,1,466.99,466.99,21-01-2025,UPI,Delivered,5
CUST00267,Aditya Malhotra,21,Other,Pune,638,Roadster Men Formal Blazer,Roadster,Nykaa Fashion,1,285.455,285.45,13-06-2025,Cash on Delivery,Shipped,3
CUST00268,Rohan Sharma,47,Female,Kolkata,77,Allen Solly Men Printed Sweater,Allen Solly,Meesho,1,320.04,320.04,11-03-2025,Credit Card,Cancelled,5
CUST00269,Aadhya Chopra,37,Female,Chandigarh,1019,Under Armour Men Classic Shorts,Under Armour,Flipkart,1,432.7535,432.75,07-09-2025,UPI,Delivered,3
CUST00270,Neha Rao,29,Male,Chandigarh,602,Forever 21 Women Solid Blazer,Forever 21,Nykaa Fashion,1,305.344,305.34,07-01-2026,UPI,Delivered,
CUST00271,Amit Mehta,43,Other,Delhi,736,Peter England Men Relaxed Fit Sweater,Peter England,Nykaa Fashion,2,2414.235,4828.47,26-12-2025,Cash on Delivery,Delivered,5
CUST00272,Priya Malhotra,36,Female,Pune,849,Puma Kids Ripped Co-ord Set,Puma,Meesho,1,489.508,489.51,26-01-2025,Debit Card,Shipped,3
CUST00273,Myra Patel,23,Male,Hyderabad,775,Zara Kids Formal T-Shirt,Zara,Flipkart,2,385.389,770.78,11-05-2025,Cash on Delivery,Delivered,5
CUST00274,Myra Kumar,41,Female,Pune,434,Forever 21 Unisex Solid T-Shirt,Forever 21,Ajio,1,406.731,406.73,02-08-2025,Debit Card,Delivered,
CUST00275,Isha Iyer,46,Other,Bengaluru,794,Reebok Men Cotton Kurta,Reebok,Myntra,1,2084.8,2084.8,27-03-2026,Cash on Delivery,Delivered,
CUST00276,Myra Rao,50,Male,Bengaluru,1171,Gap Unisex Slim Fit Jeans,Gap,Amazon,1,2248.51,2248.51,10-06-2026,UPI,Returned,4
CUST00277,Amit Sharma,54,Male,Hyderabad,615,Puma Unisex Denim Sweater,Puma,Myntra,1,269.588,269.59,30-03-2025,Wallet,Delivered,4
CUST00278,Rohan Reddy,24,Male,Jaipur,76,Tommy Hilfiger Unisex Relaxed Fit Jeans,Tommy Hilfiger,Flipkart,2,2030.825,4061.65,01-11-2025,Credit Card,Delivered,4
CUST00279,Sai Iyer,36,Male,Bhopal,393,H&M Unisex Formal Jeans,H&M,Flipkart,1,387.01,387.01,31-12-2025,Net Banking,Shipped,5
CUST00280,Krishna Nair,29,Male,Chennai,240,Roadster Men Classic Shorts,Roadster,Tata CLiQ,1,473.344,473.34,26-12-2025,Net Banking,Delivered,5
CUST00281,Myra Rao,40,Other,Delhi,380,Gap Men Ripped Sweater,Gap,Meesho,1,162.292,162.29,05-10-2025,Cash on Delivery,Cancelled,4
CUST00282,Aditya Rao,20,Other,Bengaluru,31,W Unisex Relaxed Fit T-Shirt,W,Myntra,2,409.2725,818.54,07-11-2025,Credit Card,Delivered,1
CUST00283,Riya Kumar,54,Male,Lucknow,505,Puma Men Oversized Jacket,Puma,Snapdeal,1,468.736,468.74,18-09-2025,Net Banking,Cancelled,5
CUST00284,Aarav Singh,36,Male,Chandigarh,879,Allen Solly Men Cotton Hoodie,Allen Solly,Ajio,2,1018.845,2037.69,18-02-2025,Credit Card,Cancelled,2
CUST00285,Aditya Mehta,31,Female,Nagpur,873,Reebok Unisex Cotton Hoodie,Reebok,Ajio,2,1843.88,3687.76,08-02-2026,Wallet,Returned,4
CUST00286,Kiara Bansal,23,Female,Kolkata,197,Biba Kids Slim Fit Skirt,Biba,Tata CLiQ,1,419.482,419.48,31-05-2026,Wallet,Cancelled,5
CUST00287,Simran Verma,31,Female,Surat,196,Allen Solly Men Cotton Jacket,Allen Solly,Meesho,2,426.192,852.38,11-05-2025,Net Banking,Shipped,4
CUST00288,Aditya Agarwal,34,Male,Jaipur,77,Allen Solly Men Printed Sweater,Allen Solly,Meesho,2,320.04,640.08,30-08-2025,Cash on Delivery,Delivered,4
CUST00289,Vihaan Kumar,40,Female,Kolkata,638,Roadster Men Formal Blazer,Roadster,Nykaa Fashion,1,285.455,285.45,15-11-2025,Credit Card,Delivered,5
CUST00290,Meera Iyer,33,Male,Jaipur,917,Roadster Unisex Regular Fit Co-ord Set,Roadster,Amazon,1,345.683,345.68,26-12-2025,Wallet,Delivered,3
CUST00291,Ishaan Pillai,54,Male,Chennai,306,W Women Solid Hoodie,W,Snapdeal,1,396.595,396.6,11-03-2026,Credit Card,Cancelled,3
CUST00292,Varun Rao,31,Male,Nagpur,205,Biba Men Graphic Dress,Biba,Snapdeal,1,381.03,381.03,14-05-2026,Credit Card,Delivered,1
CUST00293,Kiara Das,30,Male,Nagpur,926,Biba Kids Casual Jeans,Biba,Snapdeal,1,496.106,496.11,15-06-2025,Debit Card,Delivered,5
CUST00294,Pooja Das,28,Other,Delhi,859,Forever 21 Men Striped Trousers,Forever 21,Myntra,1,485.04,485.04,13-05-2026,UPI,Cancelled,5
CUST00295,Sara Singh,49,Female,Ahmedabad,615,Puma Unisex Denim Sweater,Puma,Myntra,1,269.588,269.59,26-11-2025,UPI,Delivered,2
CUST00296,Anika Shah,34,Other,Pune,399,Biba Unisex Solid Shirt,Biba,Amazon,1,259.445,259.44,29-01-2025,UPI,Shipped,5
CUST00297,Ishaan Das,41,Male,Surat,196,Allen Solly Men Cotton Jacket,Allen Solly,Meesho,1,426.192,426.19,22-06-2025,UPI,Shipped,4
CUST00298,Rohan Rao,29,Other,Bhopal,294,Gap Kids Denim T-Shirt,Gap,Tata CLiQ,1,282.822,282.82,13-01-2026,Credit Card,Returned,5
CUST00299,Sara Iyer,21,Male,Delhi,775,Zara Kids Formal T-Shirt,Zara,Flipkart,1,385.389,385.39,17-02-2026,UPI,Delivered,5
CUST00300,Rahul Kapoor,28,Female,Lucknow,71,Allen Solly Men Ripped Dress,Allen Solly,Tata CLiQ,1,292.896,292.9,26-05-2025,Wallet,Delivered,3
CUST00301,Krishna Malhotra,43,Male,Mumbai,581,HRX Women Printed Shirt,HRX,Tata CLiQ,2,1644.398,3288.8,15-07-2025,Credit Card,Cancelled,5
CUST00302,Aarav Verma,50,Female,Bengaluru,365,Biba Kids Solid Track Pants,Biba,Snapdeal,1,466.902,466.9,26-02-2025,Cash on Delivery,Cancelled,5
CUST00303,Karan Gupta,46,Male,Surat,233,Gap Men Casual Skirt,Gap,Snapdeal,1,1631.148,1631.15,18-06-2025,Net Banking,Delivered,1
CUST00304,Sneha Pillai,40,Other,Pune,1021,Zara Men Oversized Kurta,Zara,Myntra,1,493.165,493.17,28-11-2025,Cash on Delivery,Delivered,5
CUST00305,Divya Patel,43,Other,Lucknow,64,H&M Women Solid Kurta,H&M,Ajio,2,486.115,972.23,03-03-2025,Wallet,Cancelled,5
CUST00306,Riya Pillai,54,Female,Chennai,393,H&M Unisex Formal Jeans,H&M,Flipkart,1,387.01,387.01,21-05-2025,Debit Card,Shipped,5
CUST00307,Yash Sharma,30,Male,Surat,997,Under Armour Kids Classic Shirt,Under Armour,Meesho,1,424.818,424.82,29-03-2025,Credit Card,Cancelled,5
CUST00308,Tanvi Joshi,51,Male,Lucknow,633,Calvin Klein Kids Striped Shirt,Calvin Klein,Snapdeal,1,399.9,399.9,27-04-2025,Credit Card,Delivered,4
CUST00309,Ayaan Iyer,34,Other,Delhi,365,Biba Kids Solid Track Pants,Biba,Snapdeal,1,466.902,466.9,15-09-2025,Wallet,Delivered,4
CUST00310,Varun Iyer,52,Other,Nagpur,1186,Under Armour Women Slim Fit Co-ord Set,Under Armour,Myntra,1,160.588,160.59,24-03-2025,Net Banking,Cancelled,2
CUST00311,Sneha Patel,50,Other,Jaipur,196,Allen Solly Men Cotton Jacket,Allen Solly,Meesho,2,426.192,852.38,28-04-2025,Wallet,Cancelled,
CUST00312,Reyansh Malhotra,43,Other,Bengaluru,1163,Puma Men Denim Jacket,Puma,Flipkart,1,2291.208,2291.21,02-05-2026,UPI,Delivered,5
CUST00313,Vihaan Rao,33,Male,Chennai,249,Calvin Klein Unisex Floral Co-ord Set,Calvin Klein,Amazon,1,450.72,450.72,07-08-2025,Net Banking,Delivered,2
CUST00314,Krishna Chopra,23,Other,Bhopal,823,Puma Kids Denim Co-ord Set,Puma,Flipkart,1,171.78,171.78,30-12-2025,Credit Card,Delivered,5
CUST00315,Aarav Nair,25,Male,Chennai,187,Zara Women Classic Blazer,Zara,Nykaa Fashion,1,415.3695,415.37,01-01-2026,Wallet,Delivered,1
CUST00316,Neha Singh,40,Other,Chennai,377,Puma Unisex Striped Co-ord Set,Puma,Nykaa Fashion,1,1142.748,1142.75,04-02-2025,Wallet,Delivered,4
CUST00317,Neha Reddy,46,Male,Bhopal,143,HRX Women Casual T-Shirt,HRX,Amazon,2,2595.591,5191.18,27-04-2025,UPI,Delivered,2
CUST00318,Arjun Nair,29,Male,Jaipur,256,H&M Kids Floral Blazer,H&M,Nykaa Fashion,3,1221.6335,3664.9,25-01-2026,Credit Card,Returned,4
CUST00319,Divya Nair,46,Male,Mumbai,775,Zara Kids Formal T-Shirt,Zara,Flipkart,1,385.389,385.39,14-05-2026,Cash on Delivery,Delivered,1
CUST00320,Aditya Gupta,29,Other,Bhopal,524,Zara Unisex Denim Kurta,Zara,Ajio,1,370.504,370.5,06-02-2026,Net Banking,Delivered,5
CUST00321,Sanya Iyer,51,Male,Chennai,379,Uniqlo Women Formal Saree,Uniqlo,Amazon,1,299.838,299.84,15-11-2025,Credit Card,Returned,1
CUST00322,Isha Kumar,41,Other,Ahmedabad,106,Biba Kids Slim Fit Blazer,Biba,Snapdeal,1,389.004,389,02-02-2026,Debit Card,Delivered,1
